ID,Question_1,Combined_Answer_1,Question_2,Combined_Answer_2,Question_3,Combined_Answer_3,Question_4,Combined_Answer_4,Question_5,Combined_Answer_5,Question_6,Combined_Answer_6
TEST_626,What can you see in the image?,"clown, fire hydrant, parade",What is the image that contains?,"clown, parade",Who is the person in the image?,"boy, clown",What does the image contain?,"clown, parade",Where is the image located?,"parade, street",Where does the image appear?,parade
TEST_627,What can you see in the image?,sheep,What is the image that contains?,sheep,Who is the person in the image?,no one,What does the image contain?,sheep,Where is the image located?,field,Where does the image appear?,field
TEST_628,What can you see in the image?,people,What is the image that contains?,"coffee, group, people",Who is the person in the image?,man,What does the image contain?,"group of people, people",Where is the image located?,"dining room, living room, restaurant, room",Where does the image appear?,"coffee shop, dining room, in house, living room"
TEST_629,What can you see in the image?,trees,What is the image that contains?,"galaxy, trees",Who is the person in the image?,"no one, nobody, photographer",What does the image contain?,"sky, stars, trees",Where is the image located?,"field, forest",Where does the image appear?,"forest, in forest, under clouds"
TEST_630,What can you see in the image?,"ski, ski lift, ski tracks",What is the image that contains?,"chair, ski, ski lift, skier, snow",Who is the person in the image?,skier,What does the image contain?,"mountains, ski tracks, skier, snow",Where is the image located?,"mountains, ski slope",Where does the image appear?,"mountain, mountains, ski slope"
TEST_631,What can you see in the image?,"man, picture, pictures, players",What is the image that contains?,"ball, black, black and white, black and white photograph, players",Who is the person in the image?,"man, players",What does the image contain?,"black and white, leg, players, uniforms",Where is the image located?,"court, floor, on wall, wall",Where does the image appear?,"gym, gymnasium"
TEST_632,What can you see in the image?,"pizza, reflection",What is the image that contains?,"oven, pizza",Who is the person in the image?,"chef, no one",What does the image contain?,"fire, oven, pizza",Where is the image located?,"kitchen, oven",Where does the image appear?,"in oven, oven"
TEST_633,What can you see in the image?,"group of men, man",What is the image that contains?,"blue, cargo, construction, group of men",Who is the person in the image?,"conductor, man, policeman",What does the image contain?,"blue, cargo, construction, group of men, man, sea",Where is the image located?,"dock, harbor, train yard",Where does the image appear?,"dock, shipyard, train yard"
TEST_634,What can you see in the image?,"bench, buildings, people",What is the image that contains?,"bench, city, people",Who is the person in the image?,pedestrians,What does the image contain?,"bench, city, park, people",Where is the image located?,city,Where does the image appear?,city
TEST_635,What can you see in the image?,"candle, candles, clock",What is the image that contains?,clock,Who is the person in the image?,"no one, nobody",What does the image contain?,"candles, clock",Where is the image located?,"living room, table, wall",Where does the image appear?,"dining room, living room, table"
TEST_636,What can you see in the image?,"clothes, clothing",What is the image that contains?,clothing,Who is the person in the image?,"two women, woman, women",What does the image contain?,clothing,Where is the image located?,"clothing store, store",Where does the image appear?,clothing store
TEST_637,What can you see in the image?,"cell, cell phone, woman",What is the image that contains?,"cell phone, girl, phone",Who is the person in the image?,"boy, woman",What does the image contain?,"cell phone, face, girl, woman",Where is the image located?,"bedroom, in bedroom",Where does the image appear?,"bedroom, in bedroom"
TEST_638,What can you see in the image?,man,What is the image that contains?,"man, mural, rock",Who is the person in the image?,man,What does the image contain?,"climbing, climbing walls, people, rock, rocks",Where is the image located?,"at indoor climbing course, in cave, in room, indoor climbing, indoor playground, inside building, wall",Where does the image appear?,"at indoor climbing course, in cave, indoor climbing, indoor playground"
TEST_639,What can you see in the image?,"cars, group of people, people",What is the image that contains?,"car, cars, group, group of people, reflection",Who is the person in the image?,"group of people, man, men, men and women, woman",What does the image contain?,"group of people, people, reflection",Where is the image located?,"car, car show, mirror, parking lot, showroom",Where does the image appear?,"car show, in car show, parking lot, showroom"
TEST_640,What can you see in the image?,"man, person, skateboard, street, trees",What is the image that contains?,"blur, head, skate, sun",Who is the person in the image?,"man, woman",What does the image contain?,"man, person, skate, sun",Where is the image located?,"field, road, street",Where does the image appear?,"forest, street"
TEST_641,What can you see in the image?,people,What is the image that contains?,"people, picture",Who is the person in the image?,"clown, man, performers",What does the image contain?,"ceremony, costumes, people, performers",Where is the image located?,"china, courtyard, in courtyard, on ground, outside",Where does the image appear?,"in courtyard, on street"
TEST_642,What can you see in the image?,woman,What is the image that contains?,"water, woman",Who is the person in the image?,woman,What does the image contain?,woman,Where is the image located?,lake,Where does the image appear?,lake
TEST_643,What can you see in the image?,"food, knives, vegetables",What is the image that contains?,"food, tomatoes, vegetables",Who is the person in the image?,"no one, nobody",What does the image contain?,"food, vegetables",Where is the image located?,kitchen,Where does the image appear?,"in kitchen, kitchen"
TEST_644,What can you see in the image?,"surf, surfboard, surfer",What is the image that contains?,"surfer, water",Who is the person in the image?,surfer,What does the image contain?,"surf, surfer, water",Where is the image located?,"beach, ocean",Where does the image appear?,"beach, ocean"
TEST_645,What can you see in the image?,"birds, penguins",What is the image that contains?,"penguins, water",Who is the person in the image?,"no one, nobody, photographer, surfer",What does the image contain?,"birds, penguins",Where is the image located?,"beach, ocean",Where does the image appear?,ocean
TEST_646,What can you see in the image?,helicopter,What is the image that contains?,helicopter,Who is the person in the image?,pilot,What does the image contain?,helicopter,Where is the image located?,"mountains, sky",Where does the image appear?,"mountains, sky, valley"
TEST_647,What can you see in the image?,"kite, leaves, spider, tree",What is the image that contains?,"fog, spider, tree",Who is the person in the image?,"boy, man, no one, nobody",What does the image contain?,"fog, spider, tree",Where is the image located?,"forest, tree, woods",Where does the image appear?,"forest, under tree, woods"
TEST_648,What can you see in the image?,water slide,What is the image that contains?,"pool, water, water slide",Who is the person in the image?,"children, swimmers, visitors",What does the image contain?,water,Where is the image located?,"pool, water",Where does the image appear?,"pool, water park"
TEST_649,What can you see in the image?,woman,What is the image that contains?,"weight, woman",Who is the person in the image?,"athlete, woman",What does the image contain?,"exercise, woman",Where is the image located?,"gym, gymnasium, in gym",Where does the image appear?,"gym, gymnasium"
TEST_650,What can you see in the image?,"barista, man, man ' s face, man ' s hand, shelves",What is the image that contains?,"barista, blender, food",Who is the person in the image?,"barista, chef",What does the image contain?,"barista, man, man ' s face",Where is the image located?,"coffee, in kitchen, kitchen",Where does the image appear?,"in kitchen, kitchen"
TEST_651,What can you see in the image?,"boy, cookies, food, girl, mother and daughter, woman",What is the image that contains?,"cookies, father and son, food, mother ' s smile, mother and daughter, toddler",Who is the person in the image?,"boy, man, woman",What does the image contain?,"boy, cookies, food, mother and child",Where is the image located?,kitchen,Where does the image appear?,kitchen
TEST_652,What can you see in the image?,"buildings, canal, street",What is the image that contains?,"river, street, town, water",Who is the person in the image?,"no one, nobody, pedestrians",What does the image contain?,"buildings, canal, street, water",Where is the image located?,"canal, town",Where does the image appear?,"canal, town"
TEST_653,What can you see in the image?,"crafts, post its, scissors",What is the image that contains?,"post it notes, scissor, scissors",Who is the person in the image?,no one,What does the image contain?,"post it notes, post its, scissor, scissors",Where is the image located?,table,Where does the image appear?,"on table, table"
TEST_654,What can you see in the image?,man,What is the image that contains?,"action, man, picture",Who is the person in the image?,man,What does the image contain?,"kendo, man, picture, uniform",Where is the image located?,wall,Where does the image appear?,"gym, gymnasium, in front of wall, in gymnasium, wall"
TEST_655,What can you see in the image?,"tree, trees",What is the image that contains?,"tree, trees",Who is the person in the image?,"no one, nobody",What does the image contain?,"tree, trees",Where is the image located?,park,Where does the image appear?,"in park, park"
TEST_656,What can you see in the image?,cat,What is the image that contains?,"cat, window",Who is the person in the image?,"no one, nobody",What does the image contain?,cat,Where is the image located?,window,Where does the image appear?,window
TEST_657,What can you see in the image?,"sail, sailboat",What is the image that contains?,"sail, sailboat",Who is the person in the image?,"no one, nobody",What does the image contain?,sailboat,Where is the image located?,ocean,Where does the image appear?,ocean
TEST_658,What can you see in the image?,people,What is the image that contains?,"band, blur, people",Who is the person in the image?,"group, man, woman",What does the image contain?,people,Where is the image located?,"city, street",Where does the image appear?,city
TEST_659,What can you see in the image?,"man, woman",What is the image that contains?,ice,Who is the person in the image?,skater,What does the image contain?,ice,Where is the image located?,"ice, ice rink",Where does the image appear?,"ice, ice rink"
TEST_660,What can you see in the image?,"family, frisbee, mother and child, people",What is the image that contains?,"family, frisbee, sand",Who is the person in the image?,"family, woman",What does the image contain?,"family, frisbee, people, sun",Where is the image located?,beach,Where does the image appear?,beach
TEST_661,What can you see in the image?,"dolphins, group of dolphins",What is the image that contains?,"coral, dolphins, group of dolphins",Who is the person in the image?,diver,What does the image contain?,"dolphins, group of dolphins",Where is the image located?,underwater,Where does the image appear?,underwater
TEST_662,What can you see in the image?,"airplane, luggage, people, people waiting for their luggage, windows",What is the image that contains?,"luggage, people, silhouette, window, windows",Who is the person in the image?,"man, passengers, travelers",What does the image contain?,"group of people, luggage, people, silhouette",Where is the image located?,airport,Where does the image appear?,airport
TEST_663,What can you see in the image?,"dolphins, group of dolphins",What is the image that contains?,"coral, dolphins, group of dolphins",Who is the person in the image?,diver,What does the image contain?,"dolphins, group of dolphins",Where is the image located?,underwater,Where does the image appear?,underwater
TEST_664,What can you see in the image?,"baby, child, little girl",What is the image that contains?,"basket, child, toddler, tricycle",Who is the person in the image?,"boy, child, girl",What does the image contain?,"child, child '",Where is the image located?,park,Where does the image appear?,park
TEST_665,What can you see in the image?,"crafts, post its, scissors",What is the image that contains?,"post it notes, scissor, scissors",Who is the person in the image?,no one,What does the image contain?,"post it notes, post its, scissor, scissors",Where is the image located?,table,Where does the image appear?,"on table, table"
TEST_666,What can you see in the image?,"mountain, mountains, plane, sunset, surf",What is the image that contains?,"sun, sunset",Who is the person in the image?,"photographer, surfer",What does the image contain?,sunset,Where is the image located?,"beach, mountain, mountains",Where does the image appear?,"beach, mountains"
TEST_667,What can you see in the image?,"chair, coffee maker, table, window",What is the image that contains?,"shadow, tabletop, window",Who is the person in the image?,no one,What does the image contain?,"coffee table, part of window, shadow, window",Where is the image located?,"dining, in room, kitchen, living room, table, window",Where does the image appear?,"coffee shop, dining, in room, kitchen, living room"
TEST_668,What can you see in the image?,buildings,What is the image that contains?,"church, sunset, town",Who is the person in the image?,"photographer, skier",What does the image contain?,"buildings, sunset",Where is the image located?,"beach, near water, ocean, on cliff, town, village",Where does the image appear?,"near beach, ocean, on cliff, town, village"
TEST_669,What can you see in the image?,"mountains, woman",What is the image that contains?,"mountain, mountains, water",Who is the person in the image?,"man, woman",What does the image contain?,"cliff, mountain, mountains, view",Where is the image located?,"cliff, mountains",Where does the image appear?,"cliff, mountains"
TEST_670,What can you see in the image?,chalkboard,What is the image that contains?,"chalk, chalkboard, classroom, map",Who is the person in the image?,teacher,What does the image contain?,"chalkboard, chart, children, classroom, map",Where is the image located?,"chalkboard, classroom",Where does the image appear?,classroom
TEST_671,What can you see in the image?,"city, sun",What is the image that contains?,"setting, sun",Who is the person in the image?,"bicyclist, cyclist, photographer, surfer",What does the image contain?,"setting, sun",Where is the image located?,"beach, lake, park",Where does the image appear?,"lake, ocean, park"
TEST_672,What can you see in the image?,"dishes, window",What is the image that contains?,"dishes, lots of dishes, window",Who is the person in the image?,no one,What does the image contain?,"dishes, window",Where is the image located?,kitchen,Where does the image appear?,"in kitchen, kitchen"
TEST_673,What can you see in the image?,"baby, child, little girl",What is the image that contains?,"basket, child, toddler, tricycle",Who is the person in the image?,"boy, child, girl",What does the image contain?,"child, child '",Where is the image located?,park,Where does the image appear?,park
TEST_674,What can you see in the image?,"man, man ' s legs, men, runners, tennis players",What is the image that contains?,"ball, running, running man",Who is the person in the image?,"athlete, runner, runners",What does the image contain?,"players, race, runner, runners, running man",Where is the image located?,"field, tennis court, track",Where does the image appear?,"race, soccer field, tennis court, track"
TEST_675,What can you see in the image?,"airplane, plane",What is the image that contains?,"clouds, plane, wing",Who is the person in the image?,"no one, pilot",What does the image contain?,"clouds, plane",Where is the image located?,"in sky, sky",Where does the image appear?,"in sky, sky"
TEST_676,What can you see in the image?,"dishes, window",What is the image that contains?,"dishes, lots of dishes, window",Who is the person in the image?,no one,What does the image contain?,"dishes, window",Where is the image located?,kitchen,Where does the image appear?,"in kitchen, kitchen"
TEST_677,What can you see in the image?,"barista, man, man ' s face, man ' s hand, shelves",What is the image that contains?,"barista, blender, food",Who is the person in the image?,"barista, chef",What does the image contain?,"barista, man, man ' s face",Where is the image located?,"coffee, in kitchen, kitchen",Where does the image appear?,"in kitchen, kitchen"
TEST_678,What can you see in the image?,"crowd, hot air balloons, people",What is the image that contains?,"balloons, crowd",Who is the person in the image?,"group, spectators, tourists",What does the image contain?,"balloons, crowd, hot air, people",Where is the image located?,"city, crowd, mountains",Where does the image appear?,"crowd, mountains, on cliff"
TEST_679,What can you see in the image?,"bridge, city, lights",What is the image that contains?,"balcony, city, landscape, moon, street",Who is the person in the image?,"no one, nobody, surfer",What does the image contain?,"city, landscape, lights, moon, patio",Where is the image located?,"balcony, beach, bridge, city",Where does the image appear?,"balcony, beach, bridge, city"
TEST_680,What can you see in the image?,"family, food, man",What is the image that contains?,family,Who is the person in the image?,"family, man",What does the image contain?,family,Where is the image located?,kitchen,Where does the image appear?,"in kitchen, kitchen"
TEST_681,What can you see in the image?,"group of people, people",What is the image that contains?,"food, group, group of people, light, people",Who is the person in the image?,"man, waiter",What does the image contain?,"food, people",Where is the image located?,"restaurant, room",Where does the image appear?,restaurant
TEST_682,What can you see in the image?,"group of people, people",What is the image that contains?,crowd,Who is the person in the image?,students,What does the image contain?,"crowd, people",Where is the image located?,"college campus, in park, park, university",Where does the image appear?,"college campus, in park, park"
TEST_683,What can you see in the image?,"dog, horse, snow",What is the image that contains?,"dog, horse, snow",Who is the person in the image?,"man, nobody, skier",What does the image contain?,"animals, dog, horse",Where is the image located?,field,Where does the image appear?,field
TEST_684,What can you see in the image?,camel,What is the image that contains?,"camel, desert",Who is the person in the image?,no one,What does the image contain?,"camel, desert",Where is the image located?,desert,Where does the image appear?,desert
TEST_685,What can you see in the image?,"crosswalk, woman, woman crossing",What is the image that contains?,crosswalk,Who is the person in the image?,"man, woman",What does the image contain?,crosswalk,Where is the image located?,crosswalk,Where does the image appear?,crosswalk
TEST_686,What can you see in the image?,woman,What is the image that contains?,"subway, woman",Who is the person in the image?,woman,What does the image contain?,"train, woman",Where is the image located?,"subway, train",Where does the image appear?,"subway, train"
TEST_687,What can you see in the image?,"fountain, skyscraper",What is the image that contains?,"fireworks, fountain, skyscraper",Who is the person in the image?,photographer,What does the image contain?,"fireworks, fountain, skyscraper",Where is the image located?,"city, in city, middle, new york, water",Where does the image appear?,"city, in city, in middle of city, new york"
TEST_688,What can you see in the image?,"gazelle, giraffe",What is the image that contains?,"antelope, gazelle",Who is the person in the image?,"no one, nobody",What does the image contain?,"antelope, deer",Where is the image located?,forest,Where does the image appear?,forest
TEST_689,What can you see in the image?,"camel, pyramid",What is the image that contains?,pyramid,Who is the person in the image?,"biker, group, tourists",What does the image contain?,"camel, pyramid, pyramids",Where is the image located?,desert,Where does the image appear?,desert
TEST_690,What can you see in the image?,"mountain, mountains, plane, sunset, surf",What is the image that contains?,"sun, sunset",Who is the person in the image?,"photographer, surfer",What does the image contain?,sunset,Where is the image located?,"beach, mountain, mountains",Where does the image appear?,"beach, mountains"
TEST_691,What can you see in the image?,mug,What is the image that contains?,mug,Who is the person in the image?,"no one, nobody",What does the image contain?,mug,Where is the image located?,table,Where does the image appear?,"dining room, kitchen, table"
TEST_692,What can you see in the image?,"skillet, woman, woman ' s hair",What is the image that contains?,"skillet, wok, woman",Who is the person in the image?,"chef, woman",What does the image contain?,"cooking, food, skillet, woman, woman cooking",Where is the image located?,kitchen,Where does the image appear?,"in kitchen, kitchen"
TEST_693,What can you see in the image?,"snow, trees, truck, trucks",What is the image that contains?,snow,Who is the person in the image?,"man, no one, nobody, skier",What does the image contain?,snow,Where is the image located?,"road, woods",Where does the image appear?,"road, woods"
TEST_694,What can you see in the image?,"bride, bride and groom",What is the image that contains?,"bride, wedding",Who is the person in the image?,bride,What does the image contain?,"bride, flowers, wedding",Where is the image located?,wedding,Where does the image appear?,"at wedding, wedding"
TEST_695,What can you see in the image?,"cell phones, couple, group of people, man, people",What is the image that contains?,"cell phone, couple, group, picture",Who is the person in the image?,man,What does the image contain?,"couple, group, people, picture",Where is the image located?,park,Where does the image appear?,park
TEST_696,What can you see in the image?,"child, little girl",What is the image that contains?,"baby, toddler",Who is the person in the image?,"child, toddler",What does the image contain?,"child, child playing, child riding bike, toddler",Where is the image located?,park,Where does the image appear?,"garden, in park, park"
TEST_697,What can you see in the image?,city,What is the image that contains?,city,Who is the person in the image?,man,What does the image contain?,city,Where is the image located?,city,Where does the image appear?,city
TEST_698,What can you see in the image?,"farm, house, train",What is the image that contains?,"barn, painting, steam, train",Who is the person in the image?,"conductor, no one",What does the image contain?,"farm, painting, train",Where is the image located?,"countryside, field",Where does the image appear?,"countryside, field"
TEST_699,What can you see in the image?,polar bear,What is the image that contains?,polar bear,Who is the person in the image?,"no one, photographer",What does the image contain?,polar bear,Where is the image located?,"antarctica, glacier",Where does the image appear?,"antarctica, glacier, ice"
TEST_700,What can you see in the image?,"cars, man",What is the image that contains?,"parking, parking meter",Who is the person in the image?,"cop, man, woman",What does the image contain?,"man, parking, parking meter",Where is the image located?,parking lot,Where does the image appear?,parking lot
TEST_701,What can you see in the image?,"dishwasher, kitchen, refrigerator, urinal, water dispenser",What is the image that contains?,"pot, refrigerator, urinal, water",Who is the person in the image?,"man, no one, nobody",What does the image contain?,"kitchen, refrigerator, urinal",Where is the image located?,"bathroom, kitchen",Where does the image appear?,"bathroom, kitchen"
TEST_702,What can you see in the image?,"boy, cookies, food, girl, mother and daughter, woman",What is the image that contains?,"cookies, father and son, food, mother ' s smile, mother and daughter, toddler",Who is the person in the image?,"boy, man, woman",What does the image contain?,"boy, cookies, food, mother and child",Where is the image located?,kitchen,Where does the image appear?,kitchen
TEST_703,What can you see in the image?,"ice, ice hockey, ice hockey players, players",What is the image that contains?,ice hockey,Who is the person in the image?,"hockey, hockey players",What does the image contain?,"hockey, ice hockey",Where is the image located?,"arena, hockey rink, hockey stadium, ice, stadium",Where does the image appear?,"hockey rink, hockey stadium, stadium"
TEST_704,What can you see in the image?,sheep,What is the image that contains?,sheep,Who is the person in the image?,no one,What does the image contain?,sheep,Where is the image located?,field,Where does the image appear?,field
TEST_705,What can you see in the image?,"mountains, snow",What is the image that contains?,"mountain, mountains, snow",Who is the person in the image?,skier,What does the image contain?,mountains,Where is the image located?,mountain,Where does the image appear?,"mountain, mountains"
TEST_706,What can you see in the image?,"frisbee, man, man ' s legs, man ' s shadow",What is the image that contains?,"ball, hands, man, stadium",Who is the person in the image?,"athlete, man, runner",What does the image contain?,"athlete, ball, frisbee, man, man ' s legs, man ' s shadow, tennis",Where is the image located?,"court, field, stadium, tennis court, track",Where does the image appear?,"stadium, tennis court"
TEST_707,What can you see in the image?,"crosswalk, woman, woman crossing",What is the image that contains?,crosswalk,Who is the person in the image?,"man, woman",What does the image contain?,crosswalk,Where is the image located?,crosswalk,Where does the image appear?,crosswalk
TEST_708,What can you see in the image?,cat,What is the image that contains?,"cat, window",Who is the person in the image?,"no one, nobody",What does the image contain?,cat,Where is the image located?,window,Where does the image appear?,window
TEST_709,What can you see in the image?,"man, people, woman",What is the image that contains?,"blur, hair, head, portrait, profile",Who is the person in the image?,"man, woman",What does the image contain?,"man, people, person, woman",Where is the image located?,living room,Where does the image appear?,"in living room, living room"
TEST_710,What can you see in the image?,"group of people, hills, people",What is the image that contains?,"group, hat, landscape",Who is the person in the image?,"group, man, woman",What does the image contain?,"group, landscape, people",Where is the image located?,"balcony, countryside, mountains",Where does the image appear?,"balcony, countryside, hillside, on hillside, wine tasting"
TEST_711,What can you see in the image?,"group of men, man",What is the image that contains?,"blue, cargo, construction, group of men",Who is the person in the image?,"conductor, man, policeman",What does the image contain?,"blue, cargo, construction, group of men, man, sea",Where is the image located?,"dock, harbor, train yard",Where does the image appear?,"dock, shipyard, train yard"
TEST_712,What can you see in the image?,"group of people, people",What is the image that contains?,"food, group, group of people, light, people",Who is the person in the image?,"man, waiter",What does the image contain?,"food, people",Where is the image located?,"restaurant, room",Where does the image appear?,restaurant
TEST_713,What can you see in the image?,"candle, candles, clock",What is the image that contains?,clock,Who is the person in the image?,"no one, nobody",What does the image contain?,"candles, clock",Where is the image located?,"living room, table, wall",Where does the image appear?,"dining room, living room, table"
TEST_714,What can you see in the image?,"seagull, turtle",What is the image that contains?,turtle,Who is the person in the image?,diver,What does the image contain?,turtle,Where is the image located?,underwater,Where does the image appear?,underwater
TEST_715,What can you see in the image?,"man, person, skateboard, street, trees",What is the image that contains?,"blur, head, skate, sun",Who is the person in the image?,"man, woman",What does the image contain?,"man, person, skate, sun",Where is the image located?,"field, road, street",Where does the image appear?,"forest, street"
TEST_716,What can you see in the image?,"family, frisbee, mother and child, people",What is the image that contains?,"family, frisbee, sand",Who is the person in the image?,"family, woman",What does the image contain?,"family, frisbee, people, sun",Where is the image located?,beach,Where does the image appear?,beach
TEST_717,What can you see in the image?,parasail,What is the image that contains?,"parachute, parasail",Who is the person in the image?,"man, windsurfer",What does the image contain?,"parachute, parasail",Where is the image located?,"beach, sky",Where does the image appear?,"beach, sky"
TEST_718,What can you see in the image?,"people, projection, projection screen, projector, screen",What is the image that contains?,"audience, blur, projection, projector",Who is the person in the image?,"man, woman",What does the image contain?,"audience, movie, projector",Where is the image located?,"movie, movie theater, wall",Where does the image appear?,"auditorium, classroom, in movie"
TEST_719,What can you see in the image?,"cell, cell phone, wallet",What is the image that contains?,"calculator, cell phone, wallet",Who is the person in the image?,no one,What does the image contain?,"cell, wallet",Where is the image located?,table,Where does the image appear?,"on table, table"
TEST_720,What can you see in the image?,"clothes, clothing",What is the image that contains?,clothing,Who is the person in the image?,"two women, woman, women",What does the image contain?,clothing,Where is the image located?,"clothing store, store",Where does the image appear?,clothing store
TEST_721,What can you see in the image?,"farm, house, train",What is the image that contains?,"barn, painting, steam, train",Who is the person in the image?,"conductor, no one",What does the image contain?,"farm, painting, train",Where is the image located?,"countryside, field",Where does the image appear?,"countryside, field"
TEST_722,What can you see in the image?,mug,What is the image that contains?,mug,Who is the person in the image?,"no one, nobody",What does the image contain?,mug,Where is the image located?,table,Where does the image appear?,"dining room, kitchen, table"
TEST_723,What can you see in the image?,"donkey, man, man with goat",What is the image that contains?,"donkey, man, man with goat, shadow",Who is the person in the image?,"farmer, man",What does the image contain?,"donkey, man, man and donkey, man with horse, man with ox",Where is the image located?,"countryside, field, mountains, road",Where does the image appear?,"countryside, mountains, road"
TEST_724,What can you see in the image?,"basketball, man, wheelchair",What is the image that contains?,"ball, basketball, wheelchair",Who is the person in the image?,"athlete, basketball player, man, wheelchair, wheelchair man",What does the image contain?,"basketball, players, wheelchair",Where is the image located?,"court, gym, gymnasium, wheelchair",Where does the image appear?,"basketball court, gymnasium, wheelchair court"
TEST_725,What can you see in the image?,"laptop, people, students, woman",What is the image that contains?,"blur, laptop, people",Who is the person in the image?,"man, student, woman",What does the image contain?,"blur, food, people, writing",Where is the image located?,"classroom, library, restaurant",Where does the image appear?,"classroom, library, restaurant"
TEST_726,What can you see in the image?,"airplane, plane",What is the image that contains?,"clouds, plane, wing",Who is the person in the image?,"no one, pilot",What does the image contain?,"clouds, plane",Where is the image located?,"in sky, sky",Where does the image appear?,"in sky, sky"
TEST_727,What can you see in the image?,"horses, tents",What is the image that contains?,"horses, kite, landscape, mountains",Who is the person in the image?,"children, man, riders",What does the image contain?,"horses, kite, mountains",Where is the image located?,"field, mountains",Where does the image appear?,"field, mountains"
TEST_728,What can you see in the image?,"man, produce",What is the image that contains?,"basket, baskets, crowd, food, man, man and woman",Who is the person in the image?,"man, woman",What does the image contain?,"flowers, food, man, people, produce, vegetables",Where is the image located?,market,Where does the image appear?,market
TEST_729,What can you see in the image?,dog,What is the image that contains?,"dog, snow",Who is the person in the image?,"no one, nobody",What does the image contain?,dog,Where is the image located?,"field, ground, woods",Where does the image appear?,"in snow, in woods"
TEST_730,What can you see in the image?,"frisbee, girl, group of children, kite, little girl",What is the image that contains?,"frisbee, kite",Who is the person in the image?,"family, girl, group",What does the image contain?,"frisbee, kite",Where is the image located?,"field, park",Where does the image appear?,"field, park"
TEST_731,What can you see in the image?,train,What is the image that contains?,train,Who is the person in the image?,"man, nobody, passengers, pedestrians",What does the image contain?,"train, train tracks",Where is the image located?,"train station, train tracks",Where does the image appear?,"train station, train tracks"
TEST_732,What can you see in the image?,"hot air balloon, kite",What is the image that contains?,"hot air balloon, kite, sky",Who is the person in the image?,"man, no one",What does the image contain?,"hot air balloon, kite",Where is the image located?,"field, sky",Where does the image appear?,"field, sky"
TEST_733,What can you see in the image?,"boy, man, people, woman",What is the image that contains?,"ball, rock, water slide",Who is the person in the image?,"boy, woman",What does the image contain?,"climbing, climbing rocks, rock, skateboard",Where is the image located?,"indoor climbing, indoors, wall",Where does the image appear?,"in climbing wall, in room, indoor climbing, indoor climbing facility, indoor climbing wall, indoor playground"
TEST_734,What can you see in the image?,"sail, sailboat",What is the image that contains?,"sail, sailboat",Who is the person in the image?,"no one, nobody",What does the image contain?,sailboat,Where is the image located?,ocean,Where does the image appear?,ocean
TEST_735,What can you see in the image?,"hand, woman, woman ' s hair",What is the image that contains?,"cleaning, woman, woman ' s face",Who is the person in the image?,"man, woman",What does the image contain?,"cleaning, scrubber, woman",Where is the image located?,"in kitchen, kitchen",Where does the image appear?,"in kitchen, kitchen"
TEST_736,What can you see in the image?,woman,What is the image that contains?,"woman, yoga",Who is the person in the image?,woman,What does the image contain?,"woman, yoga",Where is the image located?,"center, floor, living room, room",Where does the image appear?,"living room, yoga"
TEST_737,What can you see in the image?,"boy, family, flowers, group of people, woman",What is the image that contains?,"family, garden",Who is the person in the image?,"children, family, man, woman",What does the image contain?,"boy, family, garden",Where is the image located?,garden,Where does the image appear?,garden
TEST_738,What can you see in the image?,"frisbee, people",What is the image that contains?,"ball, frisbee, team",Who is the person in the image?,"boy, children, frisbee, frisbee players, soccer players",What does the image contain?,"frisbee, people, soccer",Where is the image located?,"court, park",Where does the image appear?,"court, park, tennis court"
TEST_739,What can you see in the image?,"rows of bottles, shelves",What is the image that contains?,"books, shelves, wine",Who is the person in the image?,"bartender, man, no one",What does the image contain?,"shelves, wine",Where is the image located?,"library, store",Where does the image appear?,"cellar, in bar, in library, library"
TEST_740,What can you see in the image?,"girl, ice cream, woman, woman ', woman ' s face",What is the image that contains?,"teeth, tongue, woman '",Who is the person in the image?,woman,What does the image contain?,"donut, ice cream, tongue, woman, woman '",Where is the image located?,"background, field, park",Where does the image appear?,"field, park"
TEST_741,What can you see in the image?,"flowers, house",What is the image that contains?,flowers,Who is the person in the image?,"man, nobody",What does the image contain?,flowers,Where is the image located?,"garden, outside",Where does the image appear?,"flower garden, garden"
TEST_742,What can you see in the image?,"basketball, frisbee, man, man with racket",What is the image that contains?,"basketball, tennis",Who is the person in the image?,"man, men",What does the image contain?,"basketball, tennis",Where is the image located?,"basketball court, court",Where does the image appear?,"basketball court, court"
TEST_743,What can you see in the image?,"group of people, people",What is the image that contains?,"food, group, group of people, light, people",Who is the person in the image?,"man, waiter",What does the image contain?,"food, people",Where is the image located?,"restaurant, room",Where does the image appear?,restaurant
TEST_744,What can you see in the image?,"jewelry, men and mannequin, vase",What is the image that contains?,jewelry,Who is the person in the image?,"man, man and woman, shoppers, woman",What does the image contain?,jewelry,Where is the image located?,"in gallery, in shop, museum, store",Where does the image appear?,"in jewelry shop, jewelry shop, museum, store"
TEST_745,What can you see in the image?,"bench, path, road, trees",What is the image that contains?,"path, road, trees",Who is the person in the image?,"no one, nobody",What does the image contain?,"leaves, path, road, trees",Where is the image located?,"park, road, woods",Where does the image appear?,"in woods, park, woods"
TEST_746,What can you see in the image?,"children, water",What is the image that contains?,"children, sprinkler, water",Who is the person in the image?,"boy, children, girl",What does the image contain?,water,Where is the image located?,"park, playground",Where does the image appear?,"playground, water park"
